date,team1,team2,city,venue,toss_winner,toss_decision,winner,year,home_team,team1_recent_form,team2_recent_form,team1_h2h_wins,team2_h2h_wins,toss_match_win,target,team1_strength,team2_strength
2021-09-07,Sri Lanka,South Africa,Colombo,"R Premadasa Stadium, Colombo",Sri Lanka,bat,Sri Lanka,2021,Sri Lanka,2,2,3,17,1,1,0.41899441340782123,0.5828220858895705
2021-09-08,Zimbabwe,Ireland,Belfast,"Civil Service Cricket Club, Stormont, Belfast",Ireland,field,Zimbabwe,2021,Neutral,0,2,3,5,0,1,0.29357798165137616,0.4024390243902439
2021-09-09,United States of America,Papua New Guinea,Al Amarat,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Papua New Guinea,field,United States of America,2021,Neutral,1,0,3,1,0,1,0.5571428571428572,0.2
2021-09-10,Nepal,Papua New Guinea,Al Amarat,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,bat,Nepal,2021,Neutral,3,0,1,0,1,1,0.5185185185185185,0.2
2021-09-13,Zimbabwe,Ireland,Belfast,"Civil Service Cricket Club, Stormont, Belfast",Ireland,field,Ireland,2021,Neutral,1,2,4,5,1,0,0.29357798165137616,0.4024390243902439
2021-09-13,United States of America,Nepal,Al Amarat,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United States of America,bat,Nepal,2021,Neutral,2,4,0,2,0,0,0.5571428571428572,0.5185185185185185
2021-09-14,Nepal,Oman,Al Amarat,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,bat,Oman,2021,Neutral,4,4,0,2,0,0,0.5185185185185185,0.5151515151515151
2021-09-16,United States of America,Oman,Al Amarat,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field,Oman,2021,Neutral,2,5,0,2,1,0,0.5571428571428572,0.5151515151515151
2021-09-19,Oman,Nepal,Al Amarat,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,field,Nepal,2021,Neutral,5,4,3,0,1,0,0.5151515151515151,0.5185185185185185
2021-09-25,Papua New Guinea,Scotland,Al Amarat,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Scotland,field,Scotland,2021,Neutral,0,2,0,2,1,0,0.2,0.5714285714285714
2021-09-26,Oman,Papua New Guinea,Al Amarat,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Papua New Guinea,field,Oman,2021,Neutral,4,0,2,0,0,1,0.5151515151515151,0.2
2021-09-28,Scotland,Oman,Al Amarat,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Scotland,bat,Scotland,2021,Neutral,3,4,1,1,1,1,0.5714285714285714,0.5151515151515151
2021-09-29,Papua New Guinea,Scotland,Al Amarat,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Papua New Guinea,bat,Scotland,2021,Neutral,0,3,0,3,0,0,0.2,0.5714285714285714
2021-10-01,Papua New Guinea,Oman,Al Amarat,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Papua New Guinea,bat,Oman,2021,Neutral,0,3,0,3,0,0,0.2,0.5151515151515151
2021-11-26,Namibia,Oman,Windhoek,"Wanderers Cricket Ground, Windhoek",Oman,field,Namibia,2021,Neutral,3,3,2,0,0,1,0.5,0.5151515151515151
2022-01-08,West Indies,Ireland,Kingston,"Sabina Park, Kingston, Jamaica",Ireland,field,West Indies,2022,West Indies,3,2,6,1,0,1,0.34591194968553457,0.4024390243902439
2022-01-13,West Indies,Ireland,Kingston,"Sabina Park, Kingston, Jamaica",Ireland,field,Ireland,2022,West Indies,3,2,7,1,1,0,0.34591194968553457,0.4024390243902439
2022-01-16,West Indies,Ireland,Kingston,"Sabina Park, Kingston, Jamaica",Ireland,field,Ireland,2022,West Indies,2,2,7,2,1,0,0.34591194968553457,0.4024390243902439
2022-01-16,Zimbabwe,Sri Lanka,Kandy,Pallekele International Cricket Stadium,Zimbabwe,bat,Sri Lanka,2022,Sri Lanka,1,3,4,5,0,0,0.29357798165137616,0.41899441340782123
2022-01-18,Zimbabwe,Sri Lanka,Kandy,Pallekele International Cricket Stadium,Zimbabwe,bat,Zimbabwe,2022,Sri Lanka,1,4,4,6,1,1,0.29357798165137616,0.41899441340782123
2022-01-19,South Africa,India,Paarl,"Boland Park, Paarl",South Africa,bat,South Africa,2022,Neutral,2,3,4,10,1,1,0.5828220858895705,0.673469387755102
2022-01-21,India,South Africa,Paarl,"Boland Park, Paarl",India,bat,South Africa,2022,Neutral,3,3,10,5,0,0,0.673469387755102,0.5828220858895705
2022-01-21,Sri Lanka,Zimbabwe,Kandy,Pallekele International Cricket Stadium,Sri Lanka,bat,Sri Lanka,2022,Sri Lanka,3,2,6,5,1,1,0.41899441340782123,0.29357798165137616
2022-01-23,South Africa,India,Cape Town,"Newlands, Cape Town",India,field,South Africa,2022,South Africa,3,2,6,10,0,1,0.5828220858895705,0.673469387755102
2022-02-05,Oman,United Arab Emirates,Al Amarat,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,field,United Arab Emirates,2022,Neutral,2,3,1,0,1,0,0.5151515151515151,0.3486238532110092
2022-02-06,Oman,United Arab Emirates,Al Amarat,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,field,United Arab Emirates,2022,Neutral,2,4,1,1,1,0,0.5151515151515151,0.3486238532110092
2022-02-06,West Indies,India,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",India,field,India,2022,India,2,1,3,12,1,0,0.34591194968553457,0.673469387755102
2022-02-09,India,West Indies,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",West Indies,field,India,2022,India,1,1,13,3,0,1,0.673469387755102,0.34591194968553457
2022-02-11,India,West Indies,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",India,bat,India,2022,India,2,1,14,3,1,1,0.673469387755102,0.34591194968553457
2022-03-05,Oman,United Arab Emirates,Dubai,"ICC Academy, Dubai",United Arab Emirates,field,Oman,2022,Neutral,1,4,1,2,0,1,0.5151515151515151,0.3486238532110092
2022-03-06,Namibia,Oman,Dubai,"ICC Academy, Dubai",Namibia,bat,Namibia,2022,Neutral,3,2,3,0,1,1,0.5,0.5151515151515151
2022-03-08,Namibia,United Arab Emirates,Dubai,"ICC Academy, Dubai",United Arab Emirates,field,United Arab Emirates,2022,Neutral,3,3,0,2,1,0,0.5,0.3486238532110092
2022-03-09,Oman,United Arab Emirates,Dubai,"ICC Academy, Dubai",Oman,bat,Oman,2022,Neutral,1,3,2,2,1,1,0.5151515151515151,0.3486238532110092
2022-03-11,Namibia,Oman,Sharjah,Sharjah Cricket Stadium,Namibia,bat,Oman,2022,Neutral,3,2,4,0,0,0,0.5,0.5151515151515151
2022-03-12,United Arab Emirates,Namibia,Sharjah,Sharjah Cricket Stadium,Namibia,field,United Arab Emirates,2022,Neutral,3,2,3,0,0,1,0.3486238532110092,0.5
2022-03-14,Oman,Namibia,Dubai,Dubai International Cricket Stadium,Oman,bat,Namibia,2022,Neutral,3,2,1,4,0,0,0.5151515151515151,0.5
2022-03-15,Papua New Guinea,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,Papua New Guinea,bat,United Arab Emirates,2022,Neutral,0,3,1,2,0,0,0.2,0.3486238532110092
2022-03-16,Papua New Guinea,Nepal,Sharjah,Sharjah Cricket Stadium,Papua New Guinea,bat,Nepal,2022,Neutral,0,4,0,2,0,0,0.2,0.5185185185185185
2022-03-18,United Arab Emirates,Nepal,Dubai,Dubai International Cricket Stadium,United Arab Emirates,bat,United Arab Emirates,2022,Neutral,3,4,2,2,1,1,0.3486238532110092,0.5185185185185185
2022-03-18,Bangladesh,South Africa,Centurion,"SuperSport Park, Centurion",South Africa,field,Bangladesh,2022,South Africa,4,4,3,4,0,1,0.5107913669064749,0.5828220858895705
2022-03-19,United Arab Emirates,Papua New Guinea,Dubai,Dubai International Cricket Stadium,United Arab Emirates,bat,Papua New Guinea,2022,Neutral,4,0,3,1,0,0,0.3486238532110092,0.2
2022-03-20,Bangladesh,South Africa,Johannesburg,"The Wanderers Stadium, Johannesburg",Bangladesh,bat,South Africa,2022,South Africa,4,3,4,4,0,0,0.5107913669064749,0.5828220858895705
2022-03-21,United Arab Emirates,Nepal,Dubai,Dubai International Cricket Stadium,Nepal,field,United Arab Emirates,2022,Neutral,3,3,3,2,0,1,0.3486238532110092,0.5185185185185185
2022-03-22,Papua New Guinea,Nepal,Dubai,Dubai International Cricket Stadium,Nepal,field,Nepal,2022,Neutral,1,2,0,3,1,0,0.2,0.5185185185185185
2022-03-23,South Africa,Bangladesh,Centurion,"SuperSport Park, Centurion",South Africa,bat,Bangladesh,2022,South Africa,4,4,5,4,0,0,0.5828220858895705,0.5107913669064749
2022-03-25,Papua New Guinea,Nepal,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,field,Papua New Guinea,2022,Neutral,1,3,0,4,0,1,0.2,0.5185185185185185
2022-03-26,Nepal,Papua New Guinea,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,bat,Papua New Guinea,2022,Neutral,2,2,4,1,0,0,0.5185185185185185,0.2
2022-03-29,Netherlands,New Zealand,Mount Maunganui,"Bay Oval, Mount Maunganui",Netherlands,bat,New Zealand,2022,New Zealand,3,4,0,0,0,0,0.4098360655737705,0.6271186440677966
2022-03-29,Australia,Pakistan,Lahore,"Gaddafi Stadium, Lahore",Pakistan,field,Australia,2022,Pakistan,3,1,11,1,0,1,0.5705882352941176,0.5123456790123457
2022-03-31,Australia,Pakistan,Lahore,"Gaddafi Stadium, Lahore",Pakistan,field,Pakistan,2022,Pakistan,3,1,12,1,1,0,0.5705882352941176,0.5123456790123457
2022-04-02,New Zealand,Netherlands,Hamilton,"Seddon Park, Hamilton",Netherlands,field,New Zealand,2022,New Zealand,4,2,1,0,0,1,0.6271186440677966,0.4098360655737705
2022-04-02,Australia,Pakistan,Lahore,"Gaddafi Stadium, Lahore",Pakistan,field,Pakistan,2022,Pakistan,3,1,12,2,1,0,0.5705882352941176,0.5123456790123457
2022-04-04,New Zealand,Netherlands,Hamilton,"Seddon Park, Hamilton",New Zealand,bat,New Zealand,2022,New Zealand,5,2,2,0,1,1,0.6271186440677966,0.4098360655737705
2022-04-09,Scotland,Papua New Guinea,Dubai,Dubai International Cricket Stadium,Papua New Guinea,field,Scotland,2022,Neutral,4,3,4,0,0,1,0.5714285714285714,0.2
2022-04-10,Scotland,Oman,Dubai,Dubai International Cricket Stadium,Scotland,bat,Scotland,2022,Neutral,5,3,2,1,1,1,0.5714285714285714,0.5151515151515151
2022-04-12,Papua New Guinea,Oman,Dubai,Dubai International Cricket Stadium,Papua New Guinea,bat,Oman,2022,Neutral,3,2,0,4,0,0,0.2,0.5151515151515151
2022-04-13,Scotland,Papua New Guinea,Dubai,Dubai International Cricket Stadium,Scotland,bat,Scotland,2022,Neutral,5,2,5,0,1,1,0.5714285714285714,0.2
2022-04-15,Oman,Scotland,Dubai,Dubai International Cricket Stadium,Oman,bat,Scotland,2022,Neutral,3,5,1,3,0,0,0.5151515151515151,0.5714285714285714
2022-04-16,Oman,Papua New Guinea,Dubai,Dubai International Cricket Stadium,Oman,bat,Oman,2022,Neutral,2,2,5,0,1,1,0.5151515151515151,0.2
2022-05-28,United States of America,Scotland,Pearland,"Choice Moosa Stadium, Pearland",United States of America,bat,United States of America,2022,Neutral,2,5,1,1,1,1,0.5571428571428572,0.5714285714285714
2022-05-29,Scotland,United States of America,Pearland,"Choice Moosa Stadium, Pearland",Scotland,bat,Scotland,2022,Neutral,4,3,1,2,1,1,0.5714285714285714,0.5571428571428572
2022-05-31,United Arab Emirates,Scotland,Pearland,"Moosa Cricket Stadium, Pearland",United Arab Emirates,bat,Scotland,2022,Neutral,4,4,3,4,0,0,0.3486238532110092,0.5714285714285714
2022-05-31,Netherlands,West Indies,Amstelveen,"VRA Ground, Amstelveen",West Indies,field,West Indies,2022,Neutral,1,0,0,0,1,0,0.4098360655737705,0.34591194968553457
2022-06-01,United Arab Emirates,United States of America,Pearland,"Moosa Cricket Stadium, Pearland",United Arab Emirates,bat,United States of America,2022,Neutral,3,2,0,2,0,0,0.3486238532110092,0.5571428571428572
2022-06-02,Netherlands,West Indies,Amstelveen,"VRA Ground, Amstelveen",Netherlands,bat,West Indies,2022,Neutral,1,1,0,1,0,0,0.4098360655737705,0.34591194968553457
2022-06-03,Scotland,United Arab Emirates,Pearland,"Moosa Cricket Stadium, Pearland",Scotland,bat,United Arab Emirates,2022,Neutral,4,2,5,3,0,0,0.5714285714285714,0.3486238532110092
2022-06-04,West Indies,Netherlands,Amstelveen,"VRA Ground, Amstelveen",West Indies,bat,West Indies,2022,Neutral,2,0,2,0,1,1,0.34591194968553457,0.4098360655737705
2022-06-04,United States of America,United Arab Emirates,Pearland,"Moosa Cricket Stadium, Pearland",United Arab Emirates,field,United Arab Emirates,2022,Neutral,2,2,3,0,1,0,0.5571428571428572,0.3486238532110092
2022-06-08,United States of America,Oman,Pearland,"Moosa Cricket Stadium, Pearland",Oman,field,United States of America,2022,Neutral,2,2,0,3,0,1,0.5571428571428572,0.5151515151515151
2022-06-08,West Indies,Pakistan,Multan,Multan Cricket Stadium,West Indies,bat,Pakistan,2022,Pakistan,3,2,3,5,0,0,0.34591194968553457,0.5123456790123457
2022-06-09,Oman,Nepal,Pearland,"Moosa Cricket Stadium, Pearland",Oman,bat,Oman,2022,Neutral,2,1,3,1,1,1,0.5151515151515151,0.5185185185185185
2022-06-10,Pakistan,West Indies,Multan,Multan Cricket Stadium,Pakistan,bat,Pakistan,2022,Pakistan,3,3,6,3,1,1,0.5123456790123457,0.34591194968553457
2022-06-12,Pakistan,West Indies,Multan,Multan Cricket Stadium,Pakistan,bat,Pakistan,2022,Pakistan,4,3,7,3,1,1,0.5123456790123457,0.34591194968553457
2022-06-12,Oman,United States of America,Pearland,"Moosa Cricket Stadium, Pearland",Oman,bat,Oman,2022,Neutral,3,3,3,1,1,1,0.5151515151515151,0.5571428571428572
2022-06-14,Oman,Nepal,Pearland,"Moosa Cricket Stadium, Pearland",Oman,bat,Nepal,2022,Neutral,3,1,4,1,0,0,0.5151515151515151,0.5185185185185185
2022-06-14,Sri Lanka,Australia,Kandy,Pallekele International Cricket Stadium,Sri Lanka,bat,Australia,2022,Sri Lanka,3,2,1,6,0,0,0.41899441340782123,0.5705882352941176
2022-06-15,United States of America,Nepal,Pearland,"Moosa Cricket Stadium, Pearland",Nepal,field,United States of America,2022,Neutral,2,2,0,3,0,1,0.5571428571428572,0.5185185185185185
2022-06-16,Sri Lanka,Australia,Kandy,Pallekele International Cricket Stadium,Australia,field,Sri Lanka,2022,Sri Lanka,3,3,1,7,0,1,0.41899441340782123,0.5705882352941176
2022-06-17,England,Netherlands,Amstelveen,"VRA Ground, Amstelveen",Netherlands,field,England,2022,Neutral,5,0,0,0,0,1,0.5895953757225434,0.4098360655737705
2022-06-19,Netherlands,England,Amstelveen,"VRA Ground, Amstelveen",Netherlands,bat,England,2022,Neutral,0,5,0,1,0,0,0.4098360655737705,0.5895953757225434
2022-06-19,Australia,Sri Lanka,Colombo,"R Premadasa Stadium, Colombo",Australia,bat,Sri Lanka,2022,Sri Lanka,2,3,7,2,0,0,0.5705882352941176,0.41899441340782123
2022-06-21,Sri Lanka,Australia,Colombo,"R Premadasa Stadium, Colombo",Australia,field,Sri Lanka,2022,Sri Lanka,3,1,3,7,0,1,0.41899441340782123,0.5705882352941176
2022-06-22,Netherlands,England,Amstelveen,"VRA Ground, Amstelveen",England,field,England,2022,Neutral,0,5,0,2,1,0,0.4098360655737705,0.5895953757225434
2022-06-24,Sri Lanka,Australia,Colombo,"R Premadasa Stadium, Colombo",Sri Lanka,bat,Australia,2022,Sri Lanka,4,1,4,7,0,0,0.41899441340782123,0.5705882352941176
2022-07-10,Ireland,New Zealand,Dublin,"The Village, Malahide, Dublin",New Zealand,field,New Zealand,2022,Neutral,3,5,0,2,1,0,0.4024390243902439,0.6271186440677966
2022-07-10,West Indies,Bangladesh,Providence,"Providence Stadium, Guyana",Bangladesh,field,Bangladesh,2022,Neutral,2,4,2,11,1,0,0.34591194968553457,0.5107913669064749
2022-07-11,Namibia,Nepal,Ayr,"Cambusdoon New Ground, Ayr",Namibia,bat,Namibia,2022,Neutral,2,1,0,0,1,1,0.5,0.5185185185185185
2022-07-12,Ireland,New Zealand,Dublin,"The Village, Malahide, Dublin",New Zealand,field,New Zealand,2022,Neutral,3,5,0,3,1,0,0.4024390243902439,0.6271186440677966
2022-07-12,England,India,London,"Kennington Oval, London",India,field,India,2022,England,5,3,7,5,1,0,0.5895953757225434,0.673469387755102
2022-07-13,Scotland,Nepal,Glasgow,"Titwood, Glasgow",Nepal,field,Nepal,2022,Neutral,3,1,0,0,1,0,0.5714285714285714,0.5185185185185185
2022-07-13,West Indies,Bangladesh,Providence,"Providence Stadium, Guyana",Bangladesh,field,Bangladesh,2022,Neutral,1,4,2,12,1,0,0.34591194968553457,0.5107913669064749
2022-07-14,England,India,London,"Lord's, London",India,field,England,2022,England,4,4,7,6,0,1,0.5895953757225434,0.673469387755102
2022-07-14,Namibia,Scotland,Glasgow,"Titwood, Glasgow",Scotland,field,Scotland,2022,Neutral,2,2,0,0,1,0,0.5,0.5714285714285714
2022-07-15,New Zealand,Ireland,Dublin,"The Village, Malahide, Dublin",New Zealand,bat,New Zealand,2022,Neutral,5,2,4,0,1,1,0.6271186440677966,0.4024390243902439
2022-07-16,Namibia,Nepal,Ayr,"Cambusdoon New Ground, Ayr",Namibia,bat,Namibia,2022,Neutral,2,2,1,0,1,1,0.5,0.5185185185185185
2022-07-16,West Indies,Bangladesh,Providence,"Providence Stadium, Guyana",Bangladesh,field,Bangladesh,2022,Neutral,0,4,2,13,1,0,0.34591194968553457,0.5107913669064749
2022-07-17,England,India,Manchester,"Old Trafford, Manchester",India,field,India,2022,England,4,4,8,6,1,0,0.5895953757225434,0.673469387755102
2022-07-17,Nepal,Scotland,Glasgow,"Titwood, Glasgow",Scotland,field,Scotland,2022,Neutral,2,3,1,0,1,0,0.5185185185185185,0.5714285714285714
2022-07-19,South Africa,England,Chester-le-Street,"Riverside Ground, Chester-le-Street",South Africa,bat,South Africa,2022,England,3,3,5,6,1,1,0.5828220858895705,0.5895953757225434
2022-07-22,India,West Indies,Port of Spain,"Queen's Park Oval, Port of Spain, Trinidad",West Indies,field,India,2022,West Indies,4,0,15,3,0,1,0.673469387755102,0.34591194968553457
2022-07-22,England,South Africa,Manchester,"Old Trafford, Manchester",South Africa,field,England,2022,England,2,3,6,6,0,1,0.5895953757225434,0.5828220858895705
2022-07-24,West Indies,India,Port of Spain,"Queen's Park Oval, Port of Spain, Trinidad",West Indies,bat,India,2022,West Indies,0,4,3,16,0,0,0.34591194968553457,0.673469387755102
2022-07-27,India,West Indies,Port of Spain,"Queen's Park Oval, Port of Spain, Trinidad",India,bat,India,2022,West Indies,4,0,17,3,1,1,0.673469387755102,0.34591194968553457
2022-07-31,Scotland,New Zealand,Edinburgh,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Scotland,bat,New Zealand,2022,Neutral,3,5,0,1,0,0,0.5714285714285714,0.6271186440677966
2022-08-05,Bangladesh,Zimbabwe,Harare,Harare Sports Club,Zimbabwe,field,Zimbabwe,2022,Neutral,4,2,14,0,1,0,0.5107913669064749,0.29357798165137616
2022-08-07,Bangladesh,Zimbabwe,Harare,Harare Sports Club,Zimbabwe,field,Zimbabwe,2022,Neutral,4,2,14,1,1,0,0.5107913669064749,0.29357798165137616
2022-08-10,Scotland,United Arab Emirates,Aberdeen,"Mannofield Park, Aberdeen",Scotland,bat,Scotland,2022,Neutral,2,3,5,4,1,1,0.5714285714285714,0.3486238532110092
2022-08-10,Bangladesh,Zimbabwe,Harare,Harare Sports Club,Zimbabwe,field,Bangladesh,2022,Neutral,3,3,14,2,0,1,0.5107913669064749,0.29357798165137616
2022-08-11,United Arab Emirates,United States of America,Aberdeen,"Mannofield Park, Aberdeen",United Arab Emirates,bat,United States of America,2022,Neutral,2,3,1,3,0,0,0.3486238532110092,0.5571428571428572
2022-08-13,United States of America,Scotland,Aberdeen,"Mannofield Park, Aberdeen",Scotland,field,Scotland,2022,Neutral,3,3,2,2,1,0,0.5571428571428572,0.5714285714285714
2022-08-14,Scotland,United Arab Emirates,Aberdeen,"Mannofield Park, Aberdeen",United Arab Emirates,field,Scotland,2022,Neutral,4,2,6,4,0,1,0.5714285714285714,0.3486238532110092
2022-08-16,Pakistan,Netherlands,Rotterdam,"Hazelaarweg, Rotterdam",Pakistan,bat,Pakistan,2022,Neutral,5,0,0,0,1,1,0.5123456790123457,0.4098360655737705
2022-08-17,Scotland,United States of America,Aberdeen,"Mannofield Park, Aberdeen",United States of America,field,United States of America,2022,Neutral,4,3,3,2,1,0,0.5714285714285714,0.5571428571428572
2022-08-17,New Zealand,West Indies,Bridgetown,"Kensington Oval, Bridgetown, Barbados",West Indies,field,West Indies,2022,West Indies,5,0,5,0,1,0,0.6271186440677966,0.34591194968553457
2022-08-18,Zimbabwe,India,Harare,Harare Sports Club,India,field,India,2022,Neutral,3,4,0,7,1,0,0.29357798165137616,0.673469387755102
2022-08-18,Netherlands,Pakistan,Rotterdam,"Hazelaarweg, Rotterdam",Netherlands,bat,Pakistan,2022,Neutral,0,5,0,1,0,0,0.4098360655737705,0.5123456790123457
2022-08-19,New Zealand,West Indies,Bridgetown,"Kensington Oval, Bridgetown, Barbados",West Indies,field,New Zealand,2022,West Indies,4,1,5,1,0,1,0.6271186440677966,0.34591194968553457
2022-08-20,Zimbabwe,India,Harare,Harare Sports Club,India,field,India,2022,Neutral,2,5,0,8,1,0,0.29357798165137616,0.673469387755102
2022-08-21,Pakistan,Netherlands,Rotterdam,"Hazelaarweg, Rotterdam",Pakistan,bat,Pakistan,2022,Neutral,5,0,2,0,1,1,0.5123456790123457,0.4098360655737705
2022-08-21,West Indies,New Zealand,Bridgetown,"Kensington Oval, Bridgetown, Barbados",New Zealand,field,New Zealand,2022,West Indies,1,4,1,6,1,0,0.34591194968553457,0.6271186440677966
2022-08-22,India,Zimbabwe,Harare,Harare Sports Club,India,bat,India,2022,Neutral,5,2,9,0,1,1,0.673469387755102,0.29357798165137616
2022-08-28,Zimbabwe,Australia,Townsville,"Tony Ireland Stadium, Townsville",Australia,field,Australia,2022,Neutral,1,2,0,0,1,0,0.29357798165137616,0.5705882352941176
2022-08-31,Zimbabwe,Australia,Townsville,"Tony Ireland Stadium, Townsville",Australia,field,Australia,2022,Neutral,0,2,0,1,1,0,0.29357798165137616,0.5705882352941176
2022-09-03,Australia,Zimbabwe,Townsville,"Riverway Stadium, Townsville",Zimbabwe,field,Zimbabwe,2022,Neutral,3,0,2,0,1,0,0.5705882352941176,0.29357798165137616
2022-09-06,New Zealand,Australia,Cairns,"Cazaly's Stadium, Cairns",Australia,field,Australia,2022,Neutral,4,3,5,7,1,0,0.6271186440677966,0.5705882352941176
2022-09-08,Australia,New Zealand,Cairns,"Cazaly's Stadium, Cairns",New Zealand,field,Australia,2022,Neutral,4,3,8,5,0,1,0.5705882352941176,0.6271186440677966
2022-09-11,Australia,New Zealand,Cairns,"Cazaly's Stadium, Cairns",New Zealand,field,Australia,2022,Neutral,4,2,9,5,0,1,0.5705882352941176,0.6271186440677966
2022-09-13,Papua New Guinea,United States of America,Port Moresby,"Amini Park, Port Moresby",United States of America,field,Papua New Guinea,2022,Neutral,1,3,1,4,0,1,0.2,0.5571428571428572
2022-09-15,Namibia,United States of America,Port Moresby,"Amini Park, Port Moresby",Namibia,bat,Namibia,2022,Neutral,3,3,0,1,1,1,0.5,0.5571428571428572
2022-09-17,Namibia,United States of America,Port Moresby,"Amini Park, Port Moresby",United States of America,field,Namibia,2022,Neutral,4,2,1,1,0,1,0.5,0.5571428571428572
2022-09-20,Namibia,Papua New Guinea,Port Moresby,"Amini Park, Port Moresby",Namibia,bat,Namibia,2022,Neutral,4,1,2,0,1,1,0.5,0.2
2022-09-21,Namibia,Papua New Guinea,Port Moresby,"Amini Park, Port Moresby",Namibia,bat,Namibia,2022,Neutral,4,1,3,0,1,1,0.5,0.2
2022-10-06,South Africa,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,field,South Africa,2022,Neutral,2,5,7,10,0,1,0.5828220858895705,0.673469387755102
2022-10-09,South Africa,India,Ranchi,"JSCA International Stadium Complex, Ranchi",South Africa,bat,India,2022,Neutral,3,4,8,10,0,0,0.5828220858895705,0.673469387755102
2022-10-11,South Africa,India,Delhi,"Arun Jaitley Stadium, Delhi",India,field,India,2022,India,2,4,8,11,1,0,0.5828220858895705,0.673469387755102
2022-11-14,United Arab Emirates,Nepal,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,field,United Arab Emirates,2022,Neutral,2,1,4,2,0,1,0.3486238532110092,0.5185185185185185
2022-11-16,United Arab Emirates,Nepal,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",United Arab Emirates,bat,Nepal,2022,Neutral,2,1,5,2,0,0,0.3486238532110092,0.5185185185185185
2022-11-17,England,Australia,Adelaide,Adelaide Oval,Australia,field,Australia,2022,Australia,2,4,14,11,1,0,0.5895953757225434,0.5705882352941176
2022-11-18,United Arab Emirates,Nepal,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,field,Nepal,2022,Neutral,1,2,5,3,1,0,0.3486238532110092,0.5185185185185185
2022-11-19,Australia,England,Sydney,Sydney Cricket Ground,Australia,bat,Australia,2022,Australia,4,2,12,14,1,1,0.5705882352941176,0.5895953757225434
2022-11-19,Papua New Guinea,Namibia,Windhoek,"Wanderers Cricket Ground, Windhoek",Namibia,field,Namibia,2022,Neutral,1,5,0,4,1,0,0.2,0.5
2022-11-20,United States of America,Namibia,Windhoek,"Wanderers Cricket Ground, Windhoek",Namibia,field,United States of America,2022,Neutral,1,5,1,2,0,1,0.5571428571428572,0.5
2022-11-22,Australia,England,Melbourne,Melbourne Cricket Ground,England,field,Australia,2022,Australia,5,1,13,14,0,1,0.5705882352941176,0.5895953757225434
2022-11-22,Papua New Guinea,United States of America,Windhoek,"Wanderers Cricket Ground, Windhoek",United States of America,field,United States of America,2022,Neutral,1,2,2,4,1,0,0.2,0.5571428571428572
2022-11-23,Papua New Guinea,Namibia,Windhoek,"Wanderers Cricket Ground, Windhoek",Papua New Guinea,bat,Namibia,2022,Neutral,1,4,0,5,0,0,0.2,0.5
2022-11-25,United States of America,Papua New Guinea,Windhoek,"Wanderers Cricket Ground, Windhoek",United States of America,bat,United States of America,2022,Neutral,2,0,5,2,1,1,0.5571428571428572,0.2
2022-11-25,India,New Zealand,Auckland,"Eden Park, Auckland",New Zealand,field,New Zealand,2022,New Zealand,4,2,9,8,1,0,0.673469387755102,0.6271186440677966
2022-11-26,United States of America,Namibia,Windhoek,"Wanderers Cricket Ground, Windhoek",Namibia,field,Namibia,2022,Neutral,3,4,2,2,1,0,0.5571428571428572,0.5
2022-12-01,Namibia,Scotland,Windhoek,"United Cricket Club Ground, Windhoek",Scotland,field,Scotland,2022,Neutral,4,3,0,1,1,0,0.5,0.5714285714285714
2022-12-04,Nepal,Scotland,Windhoek,"United Cricket Club Ground, Windhoek",Scotland,field,Scotland,2022,Neutral,2,4,1,1,1,0,0.5185185185185185,0.5714285714285714
2022-12-04,India,Bangladesh,Dhaka,"Shere Bangla National Stadium, Mirpur",Bangladesh,field,Bangladesh,2022,Bangladesh,3,3,6,2,1,0,0.673469387755102,0.5107913669064749
2022-12-05,Scotland,Namibia,Windhoek,"United Cricket Club Ground, Windhoek",Namibia,field,Namibia,2022,Neutral,4,3,2,0,1,0,0.5714285714285714,0.5
