date,team1,team2,city,venue,toss_winner,toss_decision,winner,year,home_team,team1_recent_form,team2_recent_form,team1_h2h_wins,team2_h2h_wins,toss_match_win,target,team1_strength,team2_strength
2019-05-21,Scotland,Sri Lanka,Edinburgh,"Grange Cricket Club, Raeburn Place",Scotland,field,Sri Lanka,2019,Neutral,2,0,0,1,0,0,0.5714285714285714,0.41899441340782123
2019-05-30,England,South Africa,London,Kennington Oval,South Africa,field,England,2019,England,5,5,4,4,0,1,0.5895953757225434,0.5828220858895705
2019-05-31,Pakistan,West Indies,Nottingham,Trent Bridge,West Indies,field,West Indies,2019,Neutral,0,2,5,2,1,0,0.5123456790123457,0.34591194968553457
2019-06-01,New Zealand,Sri Lanka,Cardiff,Sophia Gardens,New Zealand,field,New Zealand,2019,Neutral,4,1,11,3,1,1,0.6271186440677966,0.41899441340782123
2019-06-02,Bangladesh,South Africa,London,Kennington Oval,South Africa,field,Bangladesh,2019,Neutral,4,4,2,4,0,1,0.5107913669064749,0.5828220858895705
2019-06-03,England,Pakistan,Nottingham,Trent Bridge,England,field,Pakistan,2019,England,5,0,11,3,0,0,0.5895953757225434,0.5123456790123457
2019-06-05,Bangladesh,New Zealand,London,Kennington Oval,New Zealand,field,New Zealand,2019,Neutral,5,4,2,8,1,0,0.5107913669064749,0.6271186440677966
2019-06-05,India,South Africa,Southampton,The Rose Bowl,South Africa,bat,India,2019,Neutral,2,3,9,4,0,1,0.673469387755102,0.5828220858895705
2019-06-06,Australia,West Indies,Nottingham,Trent Bridge,West Indies,field,Australia,2019,Neutral,5,2,3,1,0,1,0.5705882352941176,0.34591194968553457
2019-06-08,England,Bangladesh,Cardiff,Sophia Gardens,Bangladesh,field,England,2019,England,4,4,3,2,0,1,0.5895953757225434,0.5107913669064749
2019-06-09,Australia,India,London,Kennington Oval,India,bat,India,2019,Neutral,5,2,11,9,1,0,0.5705882352941176,0.673469387755102
2019-06-12,Australia,Pakistan,Taunton,The Cooper Associates County Ground,Pakistan,field,Australia,2019,Neutral,4,1,10,1,0,1,0.5705882352941176,0.5123456790123457
2019-06-14,England,West Indies,Southampton,The Rose Bowl,England,field,England,2019,Neutral,4,2,9,2,1,1,0.5895953757225434,0.34591194968553457
2019-06-15,Australia,Sri Lanka,London,Kennington Oval,Sri Lanka,field,Australia,2019,Neutral,4,1,5,1,0,1,0.5705882352941176,0.41899441340782123
2019-06-16,India,Pakistan,Manchester,Old Trafford,Pakistan,field,India,2019,Neutral,2,1,4,1,0,1,0.673469387755102,0.5123456790123457
2019-06-17,Bangladesh,West Indies,Taunton,The Cooper Associates County Ground,Bangladesh,field,Bangladesh,2019,Neutral,3,1,7,2,1,1,0.5107913669064749,0.34591194968553457
2019-06-19,Netherlands,Zimbabwe,Deventer,Sportpark Het Schootsveld,Zimbabwe,bat,Netherlands,2019,Neutral,0,3,0,0,0,1,0.4098360655737705,0.29357798165137616
2019-06-19,New Zealand,South Africa,Birmingham,Edgbaston,New Zealand,field,New Zealand,2019,Neutral,5,2,4,5,1,1,0.6271186440677966,0.5828220858895705
2019-06-20,Australia,Bangladesh,Nottingham,Trent Bridge,Australia,bat,Australia,2019,Neutral,4,3,0,0,1,1,0.5705882352941176,0.5107913669064749
2019-06-21,England,Sri Lanka,Leeds,Headingley,Sri Lanka,bat,Sri Lanka,2019,England,4,1,6,2,1,0,0.5895953757225434,0.41899441340782123
2019-06-21,Netherlands,Zimbabwe,Deventer,Sportpark Het Schootsveld,Zimbabwe,bat,Netherlands,2019,Neutral,1,3,1,0,0,1,0.4098360655737705,0.29357798165137616
2019-06-22,New Zealand,West Indies,Manchester,Old Trafford,West Indies,field,New Zealand,2019,Neutral,5,1,4,0,0,1,0.6271186440677966,0.34591194968553457
2019-06-23,Pakistan,South Africa,London,Lord's,Pakistan,bat,Pakistan,2019,Neutral,1,1,4,3,1,1,0.5123456790123457,0.5828220858895705
2019-06-25,England,Australia,London,Lord's,England,field,Australia,2019,England,3,4,12,8,0,0,0.5895953757225434,0.5705882352941176
2019-06-26,New Zealand,Pakistan,Birmingham,Edgbaston,New Zealand,bat,Pakistan,2019,Neutral,5,2,10,1,0,0,0.6271186440677966,0.5123456790123457
2019-06-27,India,West Indies,Manchester,Old Trafford,India,bat,India,2019,Neutral,3,1,7,2,1,1,0.673469387755102,0.34591194968553457
2019-06-28,South Africa,Sri Lanka,Chester-le-Street,Riverside Ground,South Africa,field,South Africa,2019,Neutral,0,2,15,2,1,1,0.5828220858895705,0.41899441340782123
2019-06-29,Australia,New Zealand,London,Lord's,Australia,bat,Australia,2019,Neutral,4,4,5,5,1,1,0.5705882352941176,0.6271186440677966
2019-06-30,England,India,Birmingham,Edgbaston,England,bat,England,2019,England,2,4,5,3,1,1,0.5895953757225434,0.673469387755102
2019-07-01,Ireland,Zimbabwe,Bready,"Bready Cricket Club, Magheramason",Ireland,field,Ireland,2019,Neutral,1,3,2,3,1,1,0.4024390243902439,0.29357798165137616
2019-07-01,Sri Lanka,West Indies,Chester-le-Street,Riverside Ground,West Indies,field,Sri Lanka,2019,Neutral,2,0,4,1,0,1,0.41899441340782123,0.34591194968553457
2019-07-02,Bangladesh,India,Birmingham,Edgbaston,India,bat,India,2019,Neutral,2,4,2,5,1,0,0.5107913669064749,0.673469387755102
2019-07-03,England,New Zealand,Chester-le-Street,Riverside Ground,England,bat,England,2019,England,3,3,7,5,1,1,0.5895953757225434,0.6271186440677966
2019-07-04,Ireland,Zimbabwe,Belfast,"Civil Service Cricket Club, Stormont",Zimbabwe,field,Ireland,2019,Neutral,1,2,3,3,0,1,0.4024390243902439,0.29357798165137616
2019-07-05,Bangladesh,Pakistan,London,Lord's,Pakistan,bat,Pakistan,2019,Neutral,1,3,4,0,1,0,0.5107913669064749,0.5123456790123457
2019-07-06,Australia,South Africa,Manchester,Old Trafford,South Africa,bat,South Africa,2019,Neutral,5,1,2,8,1,0,0.5705882352941176,0.5828220858895705
2019-07-06,India,Sri Lanka,Leeds,Headingley,Sri Lanka,bat,India,2019,Neutral,4,2,7,2,0,1,0.673469387755102,0.41899441340782123
2019-07-07,Ireland,Zimbabwe,Belfast,"Civil Service Cricket Club, Stormont",Zimbabwe,bat,Ireland,2019,Neutral,2,1,4,3,0,1,0.4024390243902439,0.29357798165137616
2019-07-09,India,New Zealand,Manchester,Old Trafford,New Zealand,bat,New Zealand,2019,Neutral,4,2,9,4,1,0,0.673469387755102,0.6271186440677966
2019-07-11,Australia,England,Birmingham,Edgbaston,Australia,bat,England,2019,England,4,3,9,12,0,0,0.5705882352941176,0.5895953757225434
2019-07-26,Sri Lanka,Bangladesh,Colombo,"R.Premadasa Stadium, Khettarama",Sri Lanka,bat,Sri Lanka,2019,Sri Lanka,2,1,4,3,1,1,0.41899441340782123,0.5107913669064749
2019-07-28,Sri Lanka,Bangladesh,Colombo,"R.Premadasa Stadium, Khettarama",Bangladesh,bat,Sri Lanka,2019,Sri Lanka,3,1,5,3,0,1,0.41899441340782123,0.5107913669064749
2019-07-31,Sri Lanka,Bangladesh,Colombo,"R.Premadasa Stadium, Khettarama",Sri Lanka,bat,Sri Lanka,2019,Sri Lanka,3,0,6,3,1,1,0.41899441340782123,0.5107913669064749
2019-08-11,West Indies,India,Port of Spain,"Queen's Park Oval, Trinidad",India,bat,India,2019,West Indies,0,3,2,8,1,0,0.34591194968553457,0.673469387755102
2019-08-14,Oman,Papua New Guinea,Aberdeen,Mannofield Park,Oman,field,Oman,2019,Neutral,0,2,0,0,1,1,0.5151515151515151,0.2
2019-08-14,West Indies,India,Port of Spain,"Queen's Park Oval, Trinidad",West Indies,bat,India,2019,West Indies,0,3,2,9,0,0,0.34591194968553457,0.673469387755102
2019-08-15,Scotland,Oman,Aberdeen,Mannofield Park,Scotland,bat,Oman,2019,Neutral,2,1,0,0,0,0,0.5714285714285714,0.5151515151515151
2019-08-17,Scotland,Papua New Guinea,Aberdeen,Mannofield Park,Scotland,field,Scotland,2019,Neutral,1,2,0,0,1,1,0.5714285714285714,0.2
2019-08-18,Scotland,Oman,Aberdeen,Mannofield Park,Oman,field,Scotland,2019,Neutral,1,2,0,1,0,1,0.5714285714285714,0.5151515151515151
2019-08-20,Scotland,Papua New Guinea,Aberdeen,Mannofield Park,Papua New Guinea,field,Scotland,2019,Neutral,2,2,1,0,0,1,0.5714285714285714,0.2
2019-08-21,Oman,Papua New Guinea,Aberdeen,Mannofield Park,Oman,field,Oman,2019,Neutral,2,2,1,0,1,1,0.5151515151515151,0.2
2019-09-13,United States of America,Papua New Guinea,Lauderhill,Central Broward Regional Park Stadium Turf Ground,United States of America,bat,United States of America,2019,Neutral,0,1,0,1,1,1,0.5571428571428572,0.2
2019-09-17,United States of America,Namibia,Lauderhill,Central Broward Regional Park Stadium Turf Ground,Namibia,bat,United States of America,2019,Neutral,1,1,0,0,0,1,0.5571428571428572,0.5
2019-09-19,United States of America,Papua New Guinea,Lauderhill,Central Broward Regional Park Stadium Turf Ground,United States of America,bat,United States of America,2019,Neutral,2,0,1,1,1,1,0.5571428571428572,0.2
2019-09-22,Namibia,Papua New Guinea,Lauderhill,Central Broward Regional Park Stadium Turf Ground,Papua New Guinea,bat,Namibia,2019,Neutral,1,0,0,0,0,1,0.5,0.2
2019-09-23,Namibia,Papua New Guinea,Lauderhill,Central Broward Regional Park Stadium Turf Ground,Namibia,bat,Namibia,2019,Neutral,2,0,1,0,1,1,0.5,0.2
2019-09-30,Pakistan,Sri Lanka,Karachi,National Stadium,Pakistan,bat,Pakistan,2019,Pakistan,3,4,9,2,1,1,0.5123456790123457,0.41899441340782123
2019-10-02,Pakistan,Sri Lanka,Karachi,National Stadium,Sri Lanka,bat,Pakistan,2019,Pakistan,4,3,10,2,0,1,0.5123456790123457,0.41899441340782123
2019-12-08,United Arab Emirates,United States of America,Sharjah,Sharjah Cricket Stadium,United Arab Emirates,bat,United States of America,2019,Neutral,0,3,0,0,0,0,0.3486238532110092,0.5571428571428572
2019-12-09,Scotland,United States of America,Sharjah,Sharjah Cricket Stadium,United States of America,bat,United States of America,2019,Neutral,3,4,0,0,1,0,0.5714285714285714,0.5571428571428572
2019-12-12,United Arab Emirates,United States of America,Dubai,ICC Academy,United Arab Emirates,field,United States of America,2019,Neutral,0,5,0,1,0,0,0.3486238532110092,0.5571428571428572
2019-12-14,Scotland,United States of America,Dubai,ICC Academy,Scotland,field,Scotland,2019,Neutral,3,5,0,1,1,1,0.5714285714285714,0.5571428571428572
2019-12-15,United Arab Emirates,Scotland,Dubai,ICC Academy,United Arab Emirates,field,United Arab Emirates,2019,Neutral,0,4,2,4,1,1,0.3486238532110092,0.5714285714285714
2019-12-15,India,West Indies,Chennai,"MA Chidambaram Stadium, Chepauk",West Indies,field,West Indies,2019,India,4,0,10,2,1,0,0.673469387755102,0.34591194968553457
2019-12-18,India,West Indies,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,West Indies,field,India,2019,Neutral,3,1,10,3,0,1,0.673469387755102,0.34591194968553457
2019-12-22,India,West Indies,Cuttack,Barabati Stadium,India,field,India,2019,Neutral,3,1,11,3,1,1,0.673469387755102,0.34591194968553457
2020-01-05,Oman,United Arab Emirates,Al Amarat,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field,Oman,2020,Neutral,3,1,0,0,1,1,0.5151515151515151,0.3486238532110092
2020-01-06,Namibia,United Arab Emirates,Al Amarat,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Namibia,field,United Arab Emirates,2020,Neutral,3,1,0,0,0,0,0.5,0.3486238532110092
2020-01-07,West Indies,Ireland,Bridgetown,"Kensington Oval, Barbados",Ireland,bat,West Indies,2020,West Indies,1,3,3,1,0,1,0.34591194968553457,0.4024390243902439
2020-01-08,Oman,Namibia,Al Amarat,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Namibia,bat,Namibia,2020,Neutral,4,3,0,1,1,0,0.5151515151515151,0.5
2020-01-09,Namibia,United Arab Emirates,Al Amarat,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Namibia,bat,United Arab Emirates,2020,Neutral,3,2,0,1,0,0,0.5,0.3486238532110092
2020-01-09,West Indies,Ireland,Bridgetown,"Kensington Oval, Barbados",Ireland,bat,West Indies,2020,West Indies,2,3,4,1,0,1,0.34591194968553457,0.4024390243902439
2020-01-12,West Indies,Ireland,St George's,"National Cricket Stadium, Grenada",West Indies,field,West Indies,2020,Neutral,3,3,5,1,1,1,0.34591194968553457,0.4024390243902439
2020-01-14,India,Australia,Mumbai,Wankhede Stadium,Australia,field,Australia,2020,India,4,3,10,11,1,0,0.673469387755102,0.5705882352941176
2020-01-17,India,Australia,Rajkot,Saurashtra Cricket Association Stadium,Australia,field,India,2020,Neutral,3,3,10,12,0,1,0.673469387755102,0.5705882352941176
2020-01-19,India,Australia,Bengaluru,M.Chinnaswamy Stadium,Australia,bat,India,2020,Neutral,3,2,11,12,0,1,0.673469387755102,0.5705882352941176
2020-02-04,South Africa,England,Cape Town,Newlands,South Africa,field,South Africa,2020,South Africa,2,3,4,5,1,1,0.5828220858895705,0.5895953757225434
2020-02-05,Nepal,Oman,Kirtipur,Tribhuvan University International Cricket Ground,Nepal,field,Oman,2020,Neutral,2,3,0,0,0,0,0.5185185185185185,0.5151515151515151
2020-02-05,New Zealand,India,Hamilton,Seddon Park,New Zealand,field,New Zealand,2020,New Zealand,2,4,5,9,1,1,0.6271186440677966,0.673469387755102
2020-02-06,Oman,United States of America,Kirtipur,Tribhuvan University International Cricket Ground,Oman,field,Oman,2020,Neutral,3,4,0,0,1,1,0.5151515151515151,0.5571428571428572
2020-02-08,New Zealand,India,Auckland,Eden Park,India,field,New Zealand,2020,New Zealand,2,3,6,9,0,1,0.6271186440677966,0.673469387755102
2020-02-08,Nepal,United States of America,Kirtipur,Tribhuvan University International Cricket Ground,United States of America,field,Nepal,2020,Neutral,2,3,0,0,0,1,0.5185185185185185,0.5571428571428572
2020-02-09,South Africa,England,Johannesburg,The Wanderers Stadium,England,field,England,2020,South Africa,3,3,5,5,1,0,0.5828220858895705,0.5895953757225434
2020-02-09,Nepal,Oman,Kirtipur,Tribhuvan University International Cricket Ground,Oman,field,Oman,2020,Neutral,3,4,0,1,1,0,0.5185185185185185,0.5151515151515151
2020-02-11,Oman,United States of America,Kirtipur,Tribhuvan University International Cricket Ground,United States of America,field,Oman,2020,Neutral,4,2,1,0,0,1,0.5151515151515151,0.5571428571428572
2020-02-11,New Zealand,India,Mount Maunganui,Bay Oval,New Zealand,field,New Zealand,2020,New Zealand,3,2,7,9,1,1,0.6271186440677966,0.673469387755102
2020-02-12,Nepal,United States of America,Kirtipur,Tribhuvan University International Cricket Ground,Nepal,field,Nepal,2020,Neutral,3,1,1,0,1,1,0.5185185185185185,0.5571428571428572
2020-02-22,Sri Lanka,West Indies,Colombo,Sinhalese Sports Club Ground,Sri Lanka,field,Sri Lanka,2020,Sri Lanka,3,3,5,1,1,1,0.41899441340782123,0.34591194968553457
2020-02-26,Sri Lanka,West Indies,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",West Indies,field,Sri Lanka,2020,Neutral,3,3,6,1,0,1,0.41899441340782123,0.34591194968553457
2020-02-29,South Africa,Australia,Paarl,Boland Park,South Africa,bat,South Africa,2020,Neutral,3,1,9,2,1,1,0.5828220858895705,0.5705882352941176
2020-03-01,Bangladesh,Zimbabwe,Sylhet,Sylhet International Cricket Stadium,Bangladesh,bat,Bangladesh,2020,Neutral,0,0,8,0,1,1,0.5107913669064749,0.29357798165137616
2020-03-01,Sri Lanka,West Indies,Kandy,Pallekele International Cricket Stadium,Sri Lanka,bat,Sri Lanka,2020,Sri Lanka,3,3,7,1,1,1,0.41899441340782123,0.34591194968553457
2020-03-03,Bangladesh,Zimbabwe,Sylhet,Sylhet International Cricket Stadium,Bangladesh,bat,Bangladesh,2020,Neutral,1,0,9,0,1,1,0.5107913669064749,0.29357798165137616
2020-03-04,South Africa,Australia,Bloemfontein,Mangaung Oval,Australia,bat,South Africa,2020,South Africa,4,1,10,2,0,1,0.5828220858895705,0.5705882352941176
2020-03-06,Bangladesh,Zimbabwe,Sylhet,Sylhet International Cricket Stadium,Zimbabwe,field,Bangladesh,2020,Neutral,2,0,10,0,0,1,0.5107913669064749,0.29357798165137616
2020-03-07,South Africa,Australia,Potchefstroom,Senwes Park,South Africa,field,South Africa,2020,South Africa,4,1,11,2,1,1,0.5828220858895705,0.5705882352941176
2020-03-13,Australia,New Zealand,Sydney,Sydney Cricket Ground,Australia,bat,Australia,2020,Australia,0,4,6,5,1,1,0.5705882352941176,0.6271186440677966
2020-07-30,Ireland,England,Southampton,The Rose Bowl,England,field,England,2020,Neutral,2,4,0,3,1,0,0.4024390243902439,0.5895953757225434
2020-08-01,Ireland,England,Southampton,The Rose Bowl,Ireland,bat,England,2020,Neutral,1,4,0,4,0,0,0.4024390243902439,0.5895953757225434
2020-08-04,England,Ireland,Southampton,The Rose Bowl,Ireland,field,Ireland,2020,Neutral,4,0,5,0,1,0,0.5895953757225434,0.4024390243902439
2020-09-11,Australia,England,Manchester,Old Trafford,England,field,Australia,2020,England,1,3,9,13,0,1,0.5705882352941176,0.5895953757225434
2020-09-13,England,Australia,Manchester,Old Trafford,England,bat,England,2020,England,3,2,13,10,1,1,0.5895953757225434,0.5705882352941176
2020-09-16,England,Australia,Manchester,Old Trafford,England,bat,Australia,2020,England,3,2,14,10,0,0,0.5895953757225434,0.5705882352941176
2020-10-30,Pakistan,Zimbabwe,Unknown,Rawalpindi Cricket Stadium,Pakistan,bat,Pakistan,2020,Pakistan,5,0,10,1,1,1,0.5123456790123457,0.29357798165137616
2020-11-01,Zimbabwe,Pakistan,Unknown,Rawalpindi Cricket Stadium,Zimbabwe,bat,Pakistan,2020,Pakistan,0,5,1,11,0,0,0.29357798165137616,0.5123456790123457
2020-11-27,Australia,India,Unknown,Sydney Cricket Ground,Australia,bat,Australia,2020,Australia,3,2,12,12,1,1,0.5705882352941176,0.673469387755102
2020-11-29,Australia,India,Unknown,Sydney Cricket Ground,Australia,bat,Australia,2020,Australia,4,1,13,12,1,1,0.5705882352941176,0.673469387755102
2020-12-02,India,Australia,Canberra,Manuka Oval,India,bat,India,2020,Australia,0,4,12,14,1,1,0.673469387755102,0.5705882352941176
2021-01-08,Ireland,United Arab Emirates,Abu Dhabi,Sheikh Zayed Stadium,Ireland,bat,United Arab Emirates,2021,Neutral,1,3,6,0,0,0,0.4024390243902439,0.3486238532110092
2021-01-18,Ireland,United Arab Emirates,Abu Dhabi,Sheikh Zayed Stadium,United Arab Emirates,field,Ireland,2021,Neutral,1,4,6,1,0,1,0.4024390243902439,0.3486238532110092
2021-01-20,West Indies,Bangladesh,Dhaka,Shere Bangla National Stadium,Bangladesh,field,Bangladesh,2021,Bangladesh,2,3,2,8,1,0,0.34591194968553457,0.5107913669064749
2021-01-22,West Indies,Bangladesh,Dhaka,Shere Bangla National Stadium,West Indies,bat,Bangladesh,2021,Bangladesh,1,4,2,9,0,0,0.34591194968553457,0.5107913669064749
2021-01-25,Bangladesh,West Indies,Chattogram,Zahur Ahmed Chowdhury Stadium,West Indies,field,Bangladesh,2021,Bangladesh,5,0,10,2,0,1,0.5107913669064749,0.34591194968553457
2021-03-10,West Indies,Sri Lanka,North Sound,Sir Vivian Richards Stadium,Sri Lanka,bat,West Indies,2021,Neutral,0,3,1,8,0,1,0.34591194968553457,0.41899441340782123
2021-03-12,West Indies,Sri Lanka,North Sound,Sir Vivian Richards Stadium,West Indies,field,West Indies,2021,Neutral,1,3,2,8,1,1,0.34591194968553457,0.41899441340782123
2021-03-14,West Indies,Sri Lanka,North Sound,Sir Vivian Richards Stadium,West Indies,field,West Indies,2021,Neutral,2,3,3,8,1,1,0.34591194968553457,0.41899441340782123
2021-03-20,Bangladesh,New Zealand,Dunedin,University Oval,New Zealand,field,New Zealand,2021,New Zealand,5,4,2,9,1,0,0.5107913669064749,0.6271186440677966
2021-03-23,India,England,Pune,Maharashtra Cricket Association Stadium,England,field,India,2021,Neutral,1,2,3,6,0,1,0.673469387755102,0.5895953757225434
2021-03-23,Bangladesh,New Zealand,Christchurch,Hagley Oval,New Zealand,field,New Zealand,2021,New Zealand,4,4,2,10,1,0,0.5107913669064749,0.6271186440677966
2021-03-26,India,England,Pune,Maharashtra Cricket Association Stadium,England,field,England,2021,Neutral,2,1,4,6,1,0,0.673469387755102,0.5895953757225434
2021-03-26,New Zealand,Bangladesh,Wellington,Basin Reserve,New Zealand,bat,New Zealand,2021,New Zealand,4,3,11,2,1,1,0.6271186440677966,0.5107913669064749
2021-03-28,India,England,Pune,Maharashtra Cricket Association Stadium,England,field,India,2021,Neutral,2,2,4,7,0,1,0.673469387755102,0.5895953757225434
2021-04-02,South Africa,Pakistan,Centurion,"SuperSport Park, Centurion",Pakistan,field,Pakistan,2021,South Africa,4,5,3,5,1,0,0.5828220858895705,0.5123456790123457
2021-04-04,South Africa,Pakistan,Johannesburg,The Wanderers Stadium,Pakistan,field,South Africa,2021,South Africa,3,5,3,6,0,1,0.5828220858895705,0.5123456790123457
2021-04-07,Pakistan,South Africa,Centurion,"SuperSport Park, Centurion",South Africa,field,Pakistan,2021,South Africa,4,4,6,4,0,1,0.5123456790123457,0.5828220858895705
2021-05-19,Netherlands,Scotland,Rotterdam,"Hazelaarweg, Rotterdam",Netherlands,bat,Netherlands,2021,Neutral,2,3,0,0,1,1,0.4098360655737705,0.5714285714285714
2021-05-20,Netherlands,Scotland,Rotterdam,"Hazelaarweg, Rotterdam",Netherlands,bat,Scotland,2021,Neutral,3,2,1,0,0,0,0.4098360655737705,0.5714285714285714
2021-05-23,Bangladesh,Sri Lanka,Dhaka,"Shere Bangla National Stadium, Mirpur",Bangladesh,bat,Bangladesh,2021,Bangladesh,2,2,3,7,1,1,0.5107913669064749,0.41899441340782123
2021-05-25,Bangladesh,Sri Lanka,Mirpur,Sher-e-Bangla National Cricket Stadium,Bangladesh,bat,Bangladesh,2021,Neutral,2,1,4,7,1,1,0.5107913669064749,0.41899441340782123
2021-05-28,Sri Lanka,Bangladesh,Dhaka,"Shere Bangla National Stadium, Mirpur",Sri Lanka,bat,Sri Lanka,2021,Bangladesh,0,2,7,5,1,1,0.41899441340782123,0.5107913669064749
